score,user_rating,elastic_score,isbn,book_title,book_author,year_of_publication,publisher,summary,category
5.9578560956142175,5,7.011497800789857,037322365X,"No Ordinary Man (Dangerous Men) (Harlequin Intrigue, No 365)",Suzanne Brockmann,1996,Harlequin,"No Ordinary Man by Suzanne Brockmann released on Feb 23, 1996 is
available now for purchase.",['fiction']
5.9578560956142175,5,7.011497800789857,0373471645,"Intrusive Man  (Born In The Usa) (Born in the USA, Indiana)",Lass Small,1997,Harlequin,"Intrusive Man by Lass Small released on Sep 24, 1997 is available now
for purchase.",['fiction']
5.9578560956142175,5,7.011497800789857,0373224737,"Nowhere Man  (43 Light St) (Intrigue , No 473)",Rebecca York,1998,Harlequin,"Nowhere Man by Rebecca York released on May 25, 1998 is available now
for purchase.",['fiction']
5.954073563664939,5,7.003554483696372,0027153800,The Man Who Could Call Down Owls,Eve Bunting,1984,Simon & Schuster Children's Publishing,"When a stranger takes away the powers of an old man who has befriended
owls, the vengeance wreaked on him is swift and fitting.",['owls']
5.954073563664939,5,7.003554483696372,0380716453,A Dedicated Man (Inspector Banks Mysteries (Paperback)),Peter Robinson,1999,Avon,"A dedicated man is dead in the Yorkshire dales -- a former university
professor, wealthy historian and archaeologist who loved his adopted
village.",['fiction']
5.943558768121927,5,6.981473413056047,1854790420,The Old Man and Mr. Smith: A fable,Peter Ustinov,1990,Michael O'Mara Books,"The Old Man and Mr Smith are no less than God and Satan on a fact-
finding mission to planet Earth. They soon find themselves in a
frantic and hilarious chase around the world, hotly pursued by the
FBI.",['devil']
5.943558768121927,5,6.981473413056047,0882405136,One Man's Wilderness: An Alaskan Odyssey,Sam Keith,1999,Alaska Northwest Books,"To live in a pristine land . . . roam the wilderness . . . build a
home. . . . Thousands have had such dreams, but Richard Proenneke
lived them. Here is a tribute to a man who carved his masterpiece out
of the beyond.",['biography & autobiography']
5.927346484114763,5,6.947427616641005,0771098901,The Man from Glengarry (New Canadian Library),Ralph Connor,1993,New Canadian Library,"Met with international acclaim when published in 1901, The Man from
Glengarry is a tale of courage and an exciting portrait of life in
19th-century Canada.",['fiction']
5.924269134815626,5,6.940965183112815,0671868039,How to Seduce Any Man in the Zodiac,Robin Macnaughton,1995,Pocket,"A unique guide to using astrology to find romance and love explains
the meanings of each astrological sign, showing how to truly
understand what a man wants and fears according to his birth date.
Reprint.","['body, mind & spirit']"
5.924269134815626,5,6.940965183112815,0805066241,Mercator: The Man Who Mapped the Planet,Nicholas Crane,2003,Henry Holt & Company,"Explores the life of Gerhard Mercator, who created the map and solved
the dimensional riddle that plagued cosmographers for years, revealing
a man who attended one of Europe&#39;s top universities but was
persecuted by the Inquisition.",['biography & autobiography']
5.924061626434025,5,6.9405294155114525,0373166621,Dana and the Calendar Man (Harlequin American Romance #662),Hiram Bingham,1996,Harlequin,"Dana And The Calendar Man by Lisa Bingham released on Nov 22, 1996 is
available now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,0373120087,"Sexiest Man Alive  (Valentine) (Harlequin Presents, 2008)",Sandra Marton,1999,Harlequin,"The Sexiest Man Alive by Sandra Marton released on Dec 25, 1998 is
available now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,0373709471,"Man Behind The Badge (Count On A Cop) (Superromance, 947)",Dawn Stewardson,2000,Harlequin,"The Man Behind The Badge by Dawn Stewardson released on Sep 22, 2000
is available now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,037382596X,Best Man In Wyoming (Heart Of The West) (Heart of the West),Margot Dalton,2000,Harlequin,"Best Man In Wyoming by Margot Dalton released on Apr 24, 2000 is
available now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,037376233X,"Rio: Man Of Destiny (The Blaylocks) (Silhouette Desire, 1233)",Cait London,1999,Silhouette,"Rio: Man Of Destiny by Cait London released on Jun 24, 1999 is
available now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,0373193211,"Her Best Man (Men!) (Silhouette Romance , No 1321)",Prue Scott,1998,Silhouette,"Her Best Man by Christine Scott released on Jul 24, 1998 is available
now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,0373168357,"Man Behind the Voice (Harlequin American Romance, No. 835)",Hiram Bingham,2000,Harlequin,"Man Behind The Voice by Lisa Bingham released on Jun 23, 2000 is
available now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,0373164777,"Last Real Man (Harlequin American Romance, No 477)",Rebecca Flanders,1993,Harlequin,"The Last Real Man by Rebecca Flanders released on Jan 25, 1993 is
available now for purchase.",['fiction']
5.924061626434025,5,6.9405294155114525,0893810487,Man Ray (The Aperture history of photography series ; 15),Man Ray,1979,Aperture,"&quot;Man Ray pursued a dream-- the transformation of Surrealist
effects into a new kind of photographic art.","['photography, artistic']"
5.91778553543251,5,6.927349624408272,0785108068,Amazing Spider-Man Vol 1: Coming Home,J. Michael Straczynski,2002,Marvel Entertainment Group,"Shortly after starting to teach science in a public high school, Peter
meets spider-powered Ezekial, who has come to warn him that an
immortal hunter named Morlun is after Spider-Man, and if they should
meet, Spider-Man will surely die.",['comics & graphic novels']
5.905685375854069,5,6.901939289293545,0740726927,How To Tell A Man By His Shoes,Kathryn Eisman,2002,Andrews McMeel Publishing,"Offering this book as a guide to understanding men from the ground up,
Eisman reveals the secrets of male footwear.The Timberland Boat Shoe
Man, for example, values quality above all else and is the first to
embark on an adventure.",['humor']
5.905685375854069,5,6.901939289293545,0446347884,How to Marry the Man of Your Choice,Margaret Kent,1996,Warner Books,"The first truly prescriptive guide to attracting and marrying the
right man, this book offers a detailed, step-by-step program with
advice on how to dress, behave in public, mix praise and criticism,
guide a good relationship into a solid ...",['psychology']
5.901764504983723,5,6.893705460465819,0425174646,Umbrella Man (Jack Flippo Mysteries (Paperback)),Doug Swanson,2000,Berkley Publishing Group,"When Jack Flippo meets a man who claims to posses explosive
photography of the JFK assassination, his life is thrown into complete
turmoil. Reprint.",['fiction']
5.901764504983723,5,6.893705460465819,0553801546,"Fool's Fate (The Tawny Man, Book 3)",ROBIN HOBB,2004,Bantam,"The acclaimed Tawny Man trilogy from the heralded writer of epic
fantasy comes to its thrilling conclusion as the fate of FitzChivalry
Farseer is finally revealed.",['fiction']
5.901764504983723,5,6.893705460465819,0060805919,The Man from the Sea: A Classic British Mystery,Michael Innes,1991,Perennial,"Richard Cranston meets a mysterious man on a secluded section of the
Scottish coast, tries to discover his identity, and becomes involved
in a dangerous espionage plot",['fiction']
5.891888835256042,5,6.8729665540376885,0836213327,Magic Eye: The Amazing Spider-Man 3d Illusions,Magic Eye Inc.,1996,Andrews McMeel Pub,"Computer-generated 3D images of Spider-man emerge when the viewer
&quot;decodes&quot; the drawings",['photography']
5.891888835256042,5,6.8729665540376885,037319059X,"Man Who Changed Everything (Silhouette Romance, No 1059)",Elizabeth Sites,1994,Silhouette,"The Man Who Changed Everything by Elizabeth Sites released on Nov 24,
1994 is available now for purchase.",['fiction']
5.891888835256042,5,6.8729665540376885,0373761236,"Brennan Baby  (Man Of The Month) (Harlequin Desire, No 1123)",Barbara Boswell,1998,Silhouette,"The Brennan Man: The very handsome and sexy Dr. Devlin Brennan,
expertly skilled in the operating room . . . and the bedroom.",['fiction']
5.891888835256042,5,6.8729665540376885,0373707797,"Man She Left Behind (Harlequin Superromance, No 779)",David A. Carter,1998,Harlequin,"The Man She Left Behind by Janice Carter released on Jan 23, 1998 is
available now for purchase.",['fiction']
5.891888835256042,5,6.8729665540376885,0373707185,"Man Who Saved Christmas (Harlequin Superromance, No 718)",Marisa Carroll,1996,Harlequin,"The Man Who Saved Christmas by Marisa Carroll released on Oct 25, 1996
is available now for purchase.",['fiction']
5.891888835256042,5,6.8729665540376885,0060174803,The 2000 Year Old Man in the Year 2000 : The Book,Mel Brooks,1997,HarperEntertainment,"&quot; The humor of The 2000 Year Old Man in the Year 2000 is a
hilarious antidote to the millenial literature of the &#39;90s.",['humor']
5.891888835256042,5,6.8729665540376885,0373761600,"Rafe Palladin: Man Of Secrets (The Tallchiefs) (Desire , No 1160)",Cait London,1998,Silhouette,"Rafe Palladin: Man of Secrets by Cait London released on Jun 24, 1998
is available now for purchase.",['fiction']
5.887769102186661,5,6.86431511459199,0375753974,Pontius Pilate : The Biography of an Invented Man,Ann Wroe,2001,Modern Library,"Reconstructed from classical sources, the man whom the gospels report
stood trial over Jesus is revealed as a fairly average Roman
administrator mythologized by two thousand years of Christian history.
Reprint. 20,000 first printing.",['biography & autobiography']
5.86122393831769,5,6.8085702704671505,0373244797,"The Best Man's Plan (Silhouette Special Edition, No. 1479)",Gina Wilkins,2002,Silhouette,"The Best Man&#39;s Plan by Gina Wilkins released on Jun 24, 2002 is
available now for purchase.",['fiction']
5.86122393831769,5,6.8085702704671505,0373244207,"Another Man'S Children (Silhouette Special Edition, No. 1420)",Christine Flynn,2001,Silhouette,"Another Man&#39;s Children by Christine Flynn released on Aug 24, 2001
is available now for purchase.",['fiction']
5.857960177322413,5,6.8017163723770695,006095275X,"Male Couple's Guide 3e : Finding a Man, Making a Home, Building a Life",Eric Marcus,1999,Perennial Currents,Finding the right man is just the beginning.,['social science']
5.853800671813227,5,6.792981410807777,0373619472,Freedom Watch  (Stony Man #63),Don Pendleton,2003,Gold Eagle,"When a mysterious stealth aircraft destroys U.S. satellites and lands
in the perilous border region of Afghanistan and China, Stony Man
sends the Phoenix Force and Able Team to stop America&#39;s deadly
foes from harnessing the technology of ...",['fiction']
5.853800671813227,5,6.792981410807777,0807029181,Man's Search for Meaning: An Introduction to Logotherapy,Viktor Emil Frankl,1992,Beacon Press,"This new edition of Man&#39;s Search for Meaning includes a new
preface by the author, in which he explains his decision to remain in
his native Austria during the Nazi invasion, a choice which eventually
led to his imprisonment.",['concentration camp inmates']
5.853800671813227,5,6.792981410807777,0515113565,"Longarm and the Last Man (Longarm, No 184)",Tabor Evans,1994,Jove Books,"As a cold-blooded killer stalks the members of the secret Last Man
Club, Longarm sets out to warn the society&#39;s members of the
threat, only to become embroiled with a lovely saloon girl and her
brutally abusive boss. Original.",['fiction']
5.853754328274669,5,6.792884089376806,0553280287,The Effect of Gamma Rays on Man-In-The-Moon Marigolds,PAUL ZINDEL,1984,Bantam,"But how is the world would Beatrice control Tillie--keeper of rabbits,
dreamer of atoms, true believer in life, hope, and the effect of gamma
rays on man-in-the-moon marigolds . . .",['american drama']
5.853754328274669,5,6.792884089376806,0140315330,After the Goat Man (Puffin Story Books),Betsy Byars,1982,Puffin Books,"An overweight, sensitive boy gains the insight and strength to
overcome his problems through his search for and discovery of a
friend&#39;s grandfather, known as the Goat Man.",['juvenile fiction']
5.837684533356206,5,6.759137520048032,0061080373,One Man's Treasure (Harper Monogram),Catriona Flynt,1992,Harper Mass Market Paperbacks (Mm),"Arriving in the Arizona Territory, recently widowed Ruth McKenna is
shocked to find her brother dead, and she must rely on the assistance
of Gladius Blade, her brother&#39;s partner and a man she is not
certain she can trust. Original.",['fiction']
5.836532170143716,5,6.756717557301805,0373618964,"Blind Eagle (Stony Man #12) (Don Pendleton's Mack Bolan : Stony Man, No 12)",Don Pendleton,1994,Gold Eagle,"As conflict in the Middle East threatens to draw the United States
into a world war, the Stony Man confronts a shadowy enemy with ties
within his own agency, who possesses a powerful technology capable of
rendering spy satellites inoperable ...",['fiction']
5.83196318142817,5,6.747122680999159,037376541X,"Having The Best Man's Baby (Silhouette Desire, 1541)",Shawna Delacorte,2003,Silhouette,"Having The Best Man&#39;s Baby by Shawna Delacorte released on Oct 14,
2003 is available now for purchase.",['fiction']
5.83196318142817,5,6.747122680999159,0060595647,Becoming a Man : Half a Life Story (Perennial Classics),Paul Monette,2004,Perennial Classics,"&quot; Searingly honest, witty, and humane, Becoming a Man is the
definitive coming-out story in the classic coming-of-age genre.",['social science']
5.83196318142817,5,6.747122680999159,0060392320,Sex Tips for Straight Women from a Gay Man,Dan Anderson,1997,Regan Books,"Their guide to male pleasure, Sex Tips for Straight Women from a Gay
Man, is the culmination of their intensive lifelong survey on the
subject.",['health & fitness']
5.831199204736578,5,6.7455183299468136,0553575260,A Free Man of Color (Benjamin January (Paperback)),Barbara Hambly,1998,Bantam Books,"In New Orleans in the 1830s, Benjamin January, a Creole musician and a
free Black man, struggles to clear his name when he becomes a suspect
in the murder of an octoroon woman",['fiction']
5.831199204736578,5,6.7455183299468136,0671492683,A Man's Life: An Autobiography (Touchstone Books (Hardcover)),Roger Wilkins,1984,Simon & Schuster,"The autobiography of a Black man who has moved in the highest levels
of American society discloses the facts of racism in American life,
telling what it is and how it works on all of us",['biography & autobiography']
5.831199204736578,5,6.7455183299468136,0060393459,Expecting : One Man's Uncensored Memoir of Pregnancy,Gordon Churchwell,2000,HarperCollins Publishers,"Where are the stories that make a man feel like he&#39;s in it, and
not out of it? The answer is simple. When it comes to the stories of
fatherhood, our culture has discarded them.",['health & fitness']
5.831199204736578,5,6.7455183299468136,0140181377,Man of Straw (Penguin Twentieth-Century Classics),Heinrich Mann,1993,Penguin Books,"The &quot;Man of Straw&quot; is Diederich Hessling, embodiment of the
corrupt society in which he moves; his brutish progression through
life forms the central theme of the book.",['fiction']
5.827684358599564,5,6.738137153059085,0373711727,"Man In A Million : The Men of Maple Hill (Harlequin Superromance, 1172)",Muriel Jensen,2003,Harlequin,"Man In A Million by Muriel Jensen released on Nov 24, 2003 is
available now for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,0373098863,"Man Of The Mountain (The Jones Gang) (Silhouette Special Edition, No 886)",Christine Rimmer,1994,Silhouette,"Man Of The Mountain by Christine Rimmer released on Mar 25, 1994 is
available now for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,0373116195,"Alpha Man (Postcards From Europe) (Harlequin Presents No, 11619)",Kay Thorpe,1993,Harlequin,"The Alpha Man by Kay Thorpe released on Nov 24, 1993 is available now
for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,0373270801,"Best Man (Those Marrying Mcbrides!) (Intimate Moments, 1010)",Charles Hampden-Turner,2000,Silhouette,"The Best Man by Linda Turner released on May 25, 2000 is available now
for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,0373710569,"Man With A Message (The Men Of Maple Hill) (Harlequin Superromance, No. 1056)",Muriel Jensen,2002,Harlequin,"Man With A Message by Muriel Jensen released on Apr 24, 2002 is
available now for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,0373078730,"Rodeo Man (Way Out West) (Intimate Moments , No 873)",Margaret Watson,1998,Silhouette,"Rodeo Man by Margaret Watson released on Jun 24, 1998 is available now
for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,0373079923,"Ranching Man (Those Marrying Mcbrides!) (Intimate Moments, 992)",Charles Hampden-Turner,2000,Silhouette,"A Ranching Man by Linda Turner released on Feb 23, 2000 is available
now for purchase.",['actresses']
5.827684358599564,5,6.738137153059085,0373167652,"Right Man (Gowns Of White) (Harlequin American Romance, 765)",Anne Stuart,1999,Harlequin,"The Right Man by Anne Stuart released on Jan 25, 1999 is available now
for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,0373075782,"Desert Man (Romantic Traditions) (Silhouette Intimate Moments, No 7578)",Barbara Faith,1994,Silhouette,"Desert Man by Barbara Faith released on May 25, 1994 is available now
for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,037371033X,"Man With A Mission (The Men Of Maple Hill) (Harlequin Superromance, No. 1033)",Muriel Jensen,2002,Harlequin,"Man With A Mission by Muriel Jensen released on Dec 25, 2001 is
available now for purchase.",['fiction']
5.827684358599564,5,6.738137153059085,037370822X,"Maine Man  (By The Year 2000: Marriage) (Harlequin Superromance, 822)",Ellen James,1999,Harlequin,"The Maine Man by Ellen James released on Dec 25, 1998 is available now
for purchase.",['fiction']
5.822108954233254,5,6.726428803889836,0803281196,Conquering Horse (The Buckskin Man Tales),Frederick Feikema Manfred,1983,University of Nebraska Press,"He must pass through hostile camps, storm, and fire, risk his life
many times to become Conquering Horse, chief of the Sioux. Conquering
Horse is the first of Frederick Manfred&#39;s five volume series, the
Buckskin Man Tales.",['fiction']
5.8095339463082505,5,6.700021287247326,1932205918,Man's Unofficial Guide to the Use of his Garage,"Thomas J. Neviaser, MD",2003,Global Book Publisher,"This humorous yet informative book is a must buy for a Man in
Anyone&#39;s Life. He will enjoy it as a Birthday, Father&#39;s Day,
Valentines Day, or Christmas gift.",['humor']
5.80704626666016,5,6.6947971599863365,031226917X,Boy Toy (Mark Manning Series),Michael Craft,2001,St. Martin's Minotaur,"When his nephew, Thad Quatrain, is convicted in the rumor mill of the
murder of Jason Thrush, a teenage member of a local community theater
group, Mark Manning and his lover, Neil Waite, set out to uncover the
truth and clear Thad&#39;s name.",['fiction']
5.793889543572068,5,6.667168041501344,0373258127,"Right Man In Montana  (Boots & Booties) (Harlequin Temptation, 712)",Kristine Rolofson,1998,Harlequin,"The Right Man In Montana by Kristine Rolofson released on Oct 23, 1998
is available now for purchase.",['fiction']
5.792472607173038,5,6.6641924750633805,0609604686,The Man Who Wrote the Book: A Novel,Erik Tarloff,2000,Random House Inc,"The Man Who Wrote the Book, while evoking great academic satires from
authors like David Lodge and Kingsley Amis and inviting comparison to
Philip Roth&#39;s sexy masterpiece Portnoy&#39;s Complaint, remains
the unique vision of Erik Tarloff.",['fiction']
5.788707367588893,5,6.656285471936676,0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books,"In this gripping conclusion to his inspirational trilogy, Pelzer
writes of a dramatic reunion with his dying father, where, for the
first time, he hears the other man&#39;s side of the story.",['biography & autobiography']
5.788707367588893,5,6.656285471936676,0195124979,Man of the People: A Life of Harry S. Truman,Alonzo L. Hamby,1998,Oxford University Press,"Offers a portrait of the president&#39;s complex personality and long
and varied career, revealing an insecure but ambitious man determined
to surmount his own weaknesses and stand behind his decisions",['biography & autobiography']
5.778363420613398,5,6.6345631832881375,0312982186,The Best Man : Four Sensuous Novellas,Brenda Jackson,2003,St. Martin's Paperbacks,"THE BEST MAN Brenda Jackson&#39;s &quot;Strictly Business&quot;
Houston freelance writer Gina Grant Farrell just got a job offer too
good to refuse-a week on a Texas ranch to interview the ruthless,
ambitious, and very handsome millionaire Mitch Farrell, ...",['fiction']
5.77728506872368,5,6.632298644319729,0373765991,Between Duty and Desire (Silhouette Desire: Man Talk),Leanne Banks,2004,Silhouette,"Bound by a promise made to a fallen comrade, retired Marine Brock
Armstrong had no choice but to seek out the man&#39;s widow.",['fiction']
5.774127828697625,5,6.625668440265013,0520221524,Man Is Wolf to Man: Surviving the Gulag,Janusz Bardach,1999,University of California Press,"Chronicles the author&#39;s life during his stay at the Kolyma prison
camp in Siberia",['history']
5.774127828697625,5,6.625668440265013,0312035608,Man After Man: An Anthropology of the Future,Dougal Dixon,1990,St Martins Pr,SCIENCE/MATHEMATICS,['science']
5.7617167523940855,5,6.59960518002758,0373243030,"Man ... Mercenary ... Monarch (Royally Wed) (Special Edition, 1303)",Joan Elliot Pickart,2000,Silhouette,"Man...Mercenary...Monarch by Joan Elliott Pickart released on Jan 25,
2000 is available now for purchase.",['fiction']
5.7617167523940855,5,6.59960518002758,037329154X,"Lily Gets Her Man (Harlequin Historical Series, No 554)",Charlene Sands,2001,Harlequin,"Lily Gets Her Man by Charlene Sands released on Feb 22, 2001 is
available now for purchase.",['fiction']
5.7617167523940855,5,6.59960518002758,0373118538,"Mistletoe Man ( 9 - 5/Christmas) (Harlequin Presents, No 1853)",Kathleen O'Brien,1996,Harlequin,"Mistletoe Man by Kathleen O&#39;Brien released on Oct 25, 1996 is
available now for purchase.",['fiction']
5.7617167523940855,5,6.59960518002758,0373242220,"I Take This Man -- Again (Silhouette Special Edition, 1222)",Carole Halston,1998,Silhouette,"I Take This Man--Again! by Carole Halston released on Nov 24, 1998 is
available now for purchase.",['fiction']
5.749381762497133,5,6.573701701243978,0380756269,Man of My Dreams (Sherring Cross (Paperback)),Johanna Lindsey,1992,Avon,"Wildly unpredictable, the most desirable beauty in the land, Megan
Penworthy has set her amorous sights on Ambrose St. James , a man she
has never met but has every intention of marrying.",['fiction']
5.749381762497133,5,6.573701701243978,0380804964,The Last Man in Town (An Avon Romantic Treasure),Susan Kay Law,1999,Avon,"Lucas Garrett is the last able-bodied man left in a town full of
lonely women since the Gold Rush lured all the others westward...and
now he&#39;s just plain exhausted.",['fiction']
5.749381762497133,5,6.573701701243978,042509703X,Patton: The Man Behind the Legend 1885 1945,Martin Blumenson,1990,Berkley Pub Group,"An incisive study of General George Patton probes the sensitivity,
emotionality, and insecurities that were concealed behind the public
facade of a macho military man and that also produced one of the
world&#39;s greatest generals",['biography & autobiography']
5.749381762497133,5,6.573701701243978,0525935002,Heartlands: A Gay Man's Odyssey Across America,Darrell Yates Rist,1992,Penguin USA,"A gay man recounts his observations while journeying across the
country in search of the real gay America, describing the drag queens,
cowboys, trappers, oil workers, and others he met along the way.",['social science']
5.738614844270476,5,6.5510911729679995,074348715X,Spider-Man : The Sinister Six Combo,Adam Troy Castro,2004,I Books/Marvel,"Also in the Six&#39;s ranks is Pity-a young woman who he claims is
Peter Parker&#39;s long-lost sister! The Gentleman has sworn to
destory Spider-Man and with the Sinister Six as his weapon, and
he&#39;s got all the power he needs to do it!",['fiction']
5.731051855455735,5,6.535208896457043,0373036485,"Man She'Ll Marry (Cowboy Grooms Wanted!) (Romance, 3648)",Susan Fox,2001,Harlequin,"The Man She&#39;ll Marry by Susan Fox released on Mar 23, 2001 is
available now for purchase.",['fiction']
5.727194620489079,5,6.527108703027066,0310927072,"GNT Good News for Modern Man, New Testament",Not Applicable (Na ),2001,Zondervan Publishing Company,"The original Good News for Modern Man New Testament first published in
1966 is still Good News for modern people today in this updated retro
edition.",['bibles']
5.727194620489079,5,6.527108703027066,0192839985,A Portrait of the Artist As a Young Man (Oxford World's Classics),James Joyce,2001,Oxford University Press,"A Portrait of the Artist as a Young Man represents the transitional
stage between the realism of Joyce&#39;s Dubliners and the symbolism
of Ulysses, and is essential to the understanding of the later work.",['fiction']
5.727194620489079,5,6.527108703027066,0821741225,"Edges of the Earth/a Man, a Woman, a Child in the Alaskan Wilderness",Richard Leo,1993,Zebra Books,"Chronicles the adventures of a Chicago-born, Harvard-educated man who
left civilization behind to forge a new life in the Alaskan wilderness
with his family. Reprint.",['fiction']
5.712881729868168,5,6.497051632723154,0745173160,A Passionate Man (New Portway Large Print),Joanna Trollope,1992,Thorndike Pr,"Archie Logan, a country doctor and family man, is deeply attached to
his eminent widowed father. When his father falls in love, his choice
has a profound effect on all the Logans, adults and children alike.",['large type books']
5.712881729868168,5,6.497051632723154,0140622829,The Man in the Iron Mask (Penguin Popular Classics),Alexandre Dumas,1998,Penguin Books Ltd,"The final episode in the saga of The Three Musketeers finds Artemis
attempting a royal coup. Philippe, the Man in the Iron Mask, has been
a prisoner in the Bastille for 18 years. He is also King Louis&#39;
twin brother.",['france']
5.712881729868168,5,6.497051632723154,0515126136,"Slocum and the Dead Mans Spurs (Slocum, No 247)",Jake Logan,1999,Jove Books,"When Slocum and his young herding partner, Billy Quince, kill a
notorious cattle rustler, the infamous outlaw leaves the young man
with a mysterious and bloodthirsty legacy, and it is up to Slocum to
break the deadly spell and put an end to ...",['fiction']
5.703692912883586,5,6.477755117055529,0811831795,Jack Cole and Plastic Man: Forms Stretched to Their Limits,Art Spiegelman,2001,Chronicle Books,"Pulitzer Prize-winning writer and cartoonist Art Spiegelman and
renowned graphic artist Chip Kidd pay homage to Plastic Man and his
creator, Jack Cole.",['biography & autobiography']
5.6811377893454935,5,6.430389357625536,0020259506,MAN OF TWO TRIBES (Inspector Napoleon Bonaparte Mystery),Arthur Upfield,1986,Scribner,"He finds much more than he bargained for. Set in some of the most
mysterious and unforgiving territory in the world - the Australian
desert - Man of Two Tribes is vintage Upfield.",['fiction']
5.6811377893454935,5,6.430389357625536,0373618883,Stony Man Iv (Don Pendleton's Mack Bolan),Don Pendleton,1992,Gold Eagle,"Responding to terrorist attacks on the free world, Stony Man--an elite
force comprised of Executioner Mack Bolan, Phoenix Force, and Able
Team--strikes back with a vengeance. Original.",['fiction']
5.6811377893454935,5,6.430389357625536,0312291612,Lord Minimus : The Extraordinary Life of Britain's Smallest Man,Nick Page,2002,St. Martin's Press,"The story of Jeffrey Hudson is most notably a story of hope and
dignity, of how one man refused to accept his physical limitations,
even though it was to cost him everything.",['biography & autobiography']
5.6798993101546404,5,6.427788551324745,0373034067,"Right Kind Of Man (Holding Out For A Hero) (Harlequin Romance, No 3406)",Jessica Hart,1996,Harlequin,"The Right Kind Of Man by Jessica Hart released on Feb 23, 1996 is
available now for purchase.",['fiction']
5.6798993101546404,5,6.427788551324745,0373079389,"Man Of His Word (Home On The Ranch) (Silhouette Intimate Moments, 938)",Merline Lovelace,1999,Silhouette,"A Man Of His Word by Merline Lovelace released on May 25, 1999 is
available now for purchase.",['fiction']
5.6798993101546404,5,6.427788551324745,0373034016,Only Man For Maggie (Holding Out For A Hero) (Harlequin Romance No 3401),Fern Michaels,1996,Harlequin,"The Only Man For Maggie by Leigh Michaels released on Jan 25, 1996 is
available now for purchase.",['fiction']
5.6798993101546404,5,6.427788551324745,0373076266,"Man Like Smith (Southern Knights) (Silhouette Intimate Moments, No 626)",Marilyn Pappano,1995,Silhouette,"A Man Like Smith by Marilyn Pappano released on Jan 25, 1995 is
available now for purchase.",['fiction']
5.6798993101546404,5,6.427788551324745,0373035845,"One Man To The Altar (Hope Valley Brides) (Harlequin Romance, 3584)",Jeanne Allan,1999,Harlequin,"One Man To The Altar by Jeanne Allan released on Nov 24, 1999 is
available now for purchase.",['fiction']
5.6798993101546404,5,6.427788551324745,0373244835,"Her Montana Man  (Montana Mavericks) (Silhouette Special Edition, 1483)",Laurie Paige,2002,Silhouette,"Her Montana Man by Laurie Paige released on Jul 25, 2002 is available
now for purchase.",['fiction']
5.6798993101546404,5,6.427788551324745,0373709900,"Man Of His Word (Return To East Texas) (Harlequin Superromance, No 990)",Eve Gaddy,2001,Harlequin,"A Man Of His Word by Eve Gaddy released on May 25, 2001 is available
now for purchase.",['fiction']
5.663746511883536,5,6.393867674955426,0399149767,Man Eater,Ray Shannon,2003,G. P. Putnam's Sons,"Finding herself in trouble after interfering in a hired thug&#39;s
attempt to reclaim stolen drug money, Hollywood executive Ronnie Deal
finds assistance from ex-con and aspiring screenwriter Ellis Langford.
25,000 first printing.",['fiction']
5.663746511883536,5,6.393867674955426,0802733816,The Alias Man,Bill Pronzini,2004,Walker & Company,". . Pronzini is an author no one should miss.&quot;--&quot;The
Cleveland Plain Dealer&quot; Praise for Bill Pronzini &quot;There is a
sharp sense of place in this moody crime novel, which evokes even the
inner landscape of the hero&#39;s mind.",['fiction']
5.663746511883536,5,6.393867674955426,0393003361,The Horned Man,James Lasdun,2002,W. W. Norton & Company,"Framed for murder, Lawrence Miller--an expatriate British professor--
combs the streets of Manhattan and its neighboring suburbs in a
nightmarish pursuit of the perpetrators.",['fiction']
5.663746511883536,5,6.393867674955426,0385335296,No Man's Mistress,Mary Balogh,2001,Delacorte Press,"Lord Ferdinand Dudley&#39;s plans to claim his new estate, which he
has won in a card game, are threatened by the lovely Viola Thornhill,
who refuses to leave the home she calls her own, igniting a fierce
battle of wills between two stubborn ...",['fiction']
5.663746511883536,5,6.393867674955426,0752827790,Jan The Man,Not Applicable (Na ),2000,Trafalgar Square,"This book traces the career of Jan Molby, the Danish player-manager,
whose game has brought him from Liverpool to Swansea. This
autobiography also reveals the story of his spell behind bars, and his
troubled time at Anfield.",['biography & autobiography']
5.663746511883536,5,6.393867674955426,0684810530,MAN OF THE HOUSE,Stephen McCauley,1996,Simon & Schuster,"Obsessing over a broken relationship and the need to find himself,
adult ed teacher Clyde and his aimless roommate find their lives
turned upside down by single mother Louise Morris and a neurotic stray
dog. 35,000 first printing. Tour.",['fiction']
