score,user_rating,es_scaled_score,isbn,book_title,book_author,year_of_publication,publisher,summary,category
3.2768036610456357,0,6.881287688195835,0373117345,"Tug Of Love (Harlequin Presents, No 1734)",Penny Jordan,1995,Harlequin,"Tug Of Love by Penny Jordan released on Feb 22, 1995 is available now
for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373115458,Spirit Of Love (Harlequin Presents No. 11545),Emma Goldrick,1993,Harlequin,"Spirit Of Love by Emma Goldrick released on Feb 22, 1993 is available
now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373031203,"Rites Of Love (Harlequin Romance, No 3120)",Rebecca Winters,1991,Harlequin,"Rites Of Love by Rebecca Winters released on Feb 22, 1991 is available
now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373031270,"Love To Last (Harlequin Romance, No 3127)",Samantha Day,1991,Harlequin,"A Love To Last by Samantha Day released on Apr 24, 1991 is available
now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373028814,"Dream Of Love (Harlequin Romance, No 2881)",Kay Clifford,1987,Harlequin,"Dream Of Love by Kay Clifford released on Nov 24, 1987 is available
now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373031947,"For Love Of Power (Harlequin Romance, No 3194)",Rosalie Henaghan,1992,Harlequin,"For Love Or Power by Rosalie Henaghan released on Mar 25, 1992 is
available now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373117272,"War Of Love (Harlequin Presents, No 1727)",Carole Mortimer,1995,Harlequin,"War Of Love by Carole Mortimer released on Jan 25, 1995 is available
now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373032668,Barrier To Love (Harlequin Romance No. 3266),Rosemary Hammond,1993,Harlequin,"Barrier To Love by Rosemary Hammond released on Mar 25, 1993 is
available now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373115083,"Forbidden Loving (Harlequin Presents, No 1508)",David P. Jordan,1992,Harlequin,"A Forbidden Loving by Penny Jordan released on Sep 24, 1992 is
available now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,037311706X,"Guilty Love (Harlequin Presents, No 1706)",Arnette Lamb,1994,Harlequin,"Guilty Love by Charlotte Lamb released on Oct 25, 1994 is available
now for purchase.",['fiction']
3.2768036610456357,0,6.881287688195835,0373032528,"Guilty Of Love (Harlequin Romance, No 3252)",Jennifer Taylor,1993,Harlequin,"Guilty Of Love by Jennifer Taylor released on Dec 25, 1992 is
available now for purchase.",['fiction']
3.276756334688055,0,6.881188302844915,0030000831,Loving Each Other: The Challenge of Human Relationships,Leo Buscaglia,1984,Henry Holt & Co,"In a critical study of loving relationships, the author explains how
to develop the commitment, honesty, generosity, and positive attitudes
toward oneself and others essential to sustaining a loving
relationship",['self-help']
3.2760135637629837,0,6.879628483902266,0312173555,A Few Thousand Words About Love: Mickey Pearlman,Mickey Pearlman,1998,St. Martin's Press,"Collects the reflections of established writers on love, from stories
about adoption and grandparents to love affairs and childbirth
experiences",['psychology']
3.270745526005496,0,6.8685656046115415,0738202355,Dr. Susan Love's Breast Book,Susan M. Love,2000,HarperCollins Publishers,"Readers of Dr. Susan Love&#39;s Breast Book will learn of the recent
breakthroughs in genetic research, of Dr. Love&#39;s own work in
developing a less invasive and highly accurate diagnostic technique,
of the latest studies into preventive ...",['health & fitness']
3.2690695949153166,0,6.865046149322165,068802517X,Joe & Marilyn: A Memory of Love,Roger Kahn,1986,William Morrow & Company,"Retraces the love story from the couple&#39;s introduction to the
height of their passion and, finally, to the different life styles and
disparate values that destroyed their relationship",['biography & autobiography']
3.2671982168064297,0,6.861116255293503,0310201071,Hiding from Love,John Townsend,1996,Zondervan Publishing Company,"In Hiding from Love, Dr. John Townsend helps you to explore thoroughly
the hiding patterns you&#39;ve developed and guides you toward the
healing grace and truth that God has built into safe, connected
relationships with himself and others.",['religion']
3.2671982168064297,0,6.861116255293503,0345374193,Lost Love Found,Bertrice Small,1991,Ballantine Books,"When Valentina&#39;s true lineage becomes suspect, she leaves the
illustrious Elizabethan Court where she has grown up and travels to
the Middle East in search of her sultan father and finds her one true
love",['fiction']
3.2671982168064297,0,6.861116255293503,0345352750,Lost Love Found,Bertrice Small,1989,Ballantine Books,"When Valentina&#39;s true lineage becomes suspect, she leaves the
illustrious Elizabethan Court where she has grown up and travels to
the Middle East in search of her sultan father and finds her one true
love",['fiction']
3.2671982168064297,0,6.861116255293503,0340738537,From Stockport with Love,David Bowker,1999,Hodder & Stoughton General Division,"In it, David Bowker writes about a father&#39;s struggle to feel what
he cannot feel and face what he dare not face. Touching, honest and
screamingly funny, From Stockport With Love is guaranteed to leave you
shaken and stirred.",['congenital heart disease in children']
3.265442083797298,0,6.857428375974327,0805071814,What Lips My Lips Have Kissed: The Loves and Love Poems of Edna St. Vincent Millay,Daniel Mark Epstein,2002,Owl Books (NY),"Describes the life and work of an American woman whose love poetry
transformed a generation of writers, drawing on letters, diaries, and
journals to depict the world of a woman whose life was dedicated to
art and love.",['biography & autobiography']
3.2644988080748463,0,6.8554474969571775,157324161X,Meant to Be: Miraculous Stories to Inspire a Lifetime of Love,Joyce Vissell,2000,Conari Press,Presents a collection thirty-eight true love stories.,['family & relationships']
3.2644988080748463,0,6.8554474969571775,0811809188,Aphrodite: Goddess of Love (Little Wisdom Library),Manuela Dunn-Mascetti,1996,Chronicle Books Llc,"Illustrations and the story of the myths of Aphrodite, Greek goddess
of love.",['religion']
3.2570100442101513,0,6.839721092841318,0968097162,Loving Your Long-Distance Relationship for Women,Kimberli Bryan,1998,Anton Publishing,"Stephen Blake, who is also the author of Still Loving Your Long-
Distance Relationship shares the best way to keep love hot, avoid
mistakes, and escape temptation.",['family & relationships']
3.252890664116217,0,6.831070394644056,0451210905,A Whole Lotta Love,Donna Hill,2004,Signet Book,"Four curvaceous bombshells find love and romance in a delightful
collection that features Donna Hill&#39;s Over the Rainbow, in which
full-figured restaurateur Jessica Morgan finds the man of her dreams
when she poses for a plus-size magazine, ...",['fiction']
3.252890664116217,0,6.831070394644056,0385507763,Love in Idleness : A Novel,AMANDA CRAIG,2003,Nan A. Talese,"Casa Luna in Tuscany becomes the scene for a family vacation that
forces each traveler to discover significant differences in himself or
herself, in a modern-day story of love and lies based on
Shakespeares&#39;s &quot;A Midsummer Night&#39;s Dream.&quot;",['fiction']
3.252890664116217,0,6.831070394644056,0060176806,Love in Another Town,Barbara Taylor Bradford,1995,Harpercollins,"Estranged from her lawyer husband and out of touch with her grown
children, forty-three-year-old Maggie Sorrell moves to Connecticut to
begin a new life as an interior designer and finds new love with a
younger man. 600,000 first printing. ...",['fiction']
3.252890664116217,0,6.831070394644056,1583143912,Trippin' over Love,Kori Nicole Brown,2003,Sepia,"Perfect for a new generation of readers, a trio of modern romances
includes &quot;A Matter of Trust,&quot; in which a beautiful
journalist joins her boyfirend on a New Year&#39;s Eve cruise where he
falls in love with someone else - a devastating ...",['fiction']
3.252890664116217,0,6.831070394644056,0446679674,A Love' Like No Otha',Stephanie Perry Moore,2003,Walk Worthy Press,"Losing her fiancT on her wedding day to a pregnant girlfriend she
never knew he had, Zoe Clark falls deeply into depression and blames
God for her troubles until Chase Farr brings love and faith back into
her life.",['fiction']
3.252890664116217,0,6.831070394644056,1567185525,Silver's Spells for Love,Silver Ravenwolf,2001,Llewellyn Publications,"From finding a new lover to handling that couch potato partner,
&quot;Silver&#39;s Spells for Love&quot; has more than 100 ideas,
potions, and incantations to bring titillating passion into
readers&#39; waiting arms. 30 illustrations.","['body, mind & spirit']"
3.2465570607733687,0,6.817769827624074,1571743944,The Proposing Tree: A Love Story,James F. Twyman,2003,Hampton Roads Publishing Company,"The impetus for this novel is a real tree in Los Angeles where young
men pledge their love and commitment to the women in their life. This
novel charts the course of one such couple.",['fiction']
3.2465570607733687,0,6.817769827624074,0515092541,"The Love Puzzle (Camfield, No 51)",Barbara Cartland,1987,Jove Books,"Katrine Darley, a lovely young orphan, finds herself betrothed
unwittingly to the dashing Duke of Lyndbrooke through the machinations
of her vain, jealous, and scheming aunt",['fiction']
3.2465570607733687,0,6.817769827624074,0802422756,Dorie: The Girl Nobody Loved,Erwin W. Lutzer,1981,Moody Publishers,"The thrilling true story of an unwanted orphan girl. A moving reminder
that God&#39;s love, forgiveness and grace are greater than human hurt
and sorrow.",['religion']
3.2465570607733687,0,6.817769827624074,0821744003,Tangled Hearts (To Love Again),Phoebe Conn,1993,Zebra Books,"Carol, Aimee, and Suzanne, friends since childhood, go to their high
school reunion and find surprises and another--rather unexpected--
chance for love. Original. (Romance)",['fiction']
3.245761544442139,0,6.816099243328492,0373220308,Code Name: Love (Harlequin Intrigue),Marie Nicole,1985,Harlequin,"Code Name: Love by Marie Nicole released on Sep 24, 1985 is available
now for purchase.",['fiction']
3.245761544442139,0,6.816099243328492,037325461X,"Twice Loved (Harlequin Temptation, No 361)",Rita Clay Estrada,1991,Harlequin,"Twice Loved by Rita Clay Estrada released on Jul 25, 1991 is available
now for purchase.",['fiction']
3.245761544442139,0,6.816099243328492,0373032536,"Rescue By Love (Harlequin Romance, No 3253)",Anne M. Duquette,1993,Harlequin,"Rescued By Love by Anne Marie Duquette released on Jan 25, 1993 is
available now for purchase.",['fiction']
3.245761544442139,0,6.816099243328492,0373762933,"In His Loving Arms (Desire, 1293)",Cindy Gerard,2000,Silhouette,"In His Loving Arms by Cindy Gerard released on Apr 24, 2000 is
available now for purchase.",['fiction']
3.245761544442139,0,6.816099243328492,0439137462,"I Love You, Little One",Nancy Tafuri,2000,Scholastic,"Mama animals tell their little ones all the ways they are loved,
forever and always. On board pages.",['juvenile fiction']
3.245761544442139,0,6.816099243328492,0679771026,Where Love Goes (Vintage Contemporaries),Joyce Maynard,1996,Vintage Books USA,"Maynard&#39;s novel captures love as one approaches middle age in
contemporary America.",['fiction']
3.245761544442139,0,6.816099243328492,037310930X,Love Distant Shore (Harlequin Presents),Claire Harrison,1986,Harlequin,"Love Distant Shore by Claire Harrison released on Sep 24, 1986 is
available now for purchase.",['fiction']
3.239054929922182,0,6.802015352836582,0380723824,Staying Married and Loving It,Patricia Dr. Allen,1998,Harpercollins,"Dr. Patricia Allen, and co-author Sandy Harmon follow Getting to
&quot;I Do&quot; with the beginning of a new journey in &quot;Staying
Married...and Loving It!&quot;. Dr. Allen explains how feminine and
masculine energy must complement each other for a ...",['family & relationships']
3.237806381129843,0,6.799393400372671,0809232111,How to Make Anyone Fall in Love With You,Leil Lowndes,1996,McGraw-Hill,"Reveals the six crucial factors that must be present in order for love
to blossom between two people and presents eight-five easy-to-master
techniques to help people find love.",['psychology']
3.233612398800487,0,6.790586037481022,0671558684,The AWAKENING HEART: MY CONTINUING JOURNEY TO LOVE : MY Continuing Journey to Love,Betty J. Eadie,1996,Atria,"The author discusses the lessons she learned during her near-death
experience and in subsequent visions and visitations, presenting a
guide to spirituality and unconditional love","['body, mind & spirit']"
3.226210700982943,0,6.775042472064181,0689847033,Consider Love : Its Moods and Many Ways,Sandra Boynton,2002,Little Simon,Celebrates the many ways one can express feelings of love.,['juvenile fiction']
3.2256684348552525,0,6.77390371319603,0821724800,Love's Desperate Deceit,Kay McMahon,1988,Kensington Pub Corp (Mm),"Wanting to escape from the rich old lord her father insists she wed,
Shauna Radborne agrees to marriage--in name only--to Brad Remington,
who only wants Shauna&#39;s family estate, but Shauna never
anticipates the love and passion that develops",['fiction']
3.2249697388586136,0,6.772436451603089,0373835663,Fool For Love (Feature Anthology),Vicki Lewis Thompson,2004,Harlequin,"Three couples find that love gets the last laugh, as three
lighthearted gags lead to &quot;happily ever after&quot; for all in
this delightful anthology. Original.",['fiction']
3.2249697388586136,0,6.772436451603089,0671734202,Keeping The Love You Find,Harville Hendrix,1993,Atria,"A guide to finding and keeping love shows readers how to meet the
challenges of a new relationship, avoid making the same mistakes, deal
with emotional issues, and improve their odds",['family & relationships']
3.2249697388586136,0,6.772436451603089,050552323X,Wings of a Dove (Love Spell),Elaine Barbieri,1999,Love Spell,"From the author of &quot;Tarnished Angel&quot; and &quot;Eagle&quot;
comes a tale of two orphans who survive the trials and tribulations of
a love that lasts a lifetime.",['fiction']
3.2249697388586136,0,6.772436451603089,1577311949,A Course of Love: The Complete Course,Mari Perron,2001,New World Library,"Arguing that the heart knows more than the mind, the author offers a
series of teachings, based on A Course in Miracles, in the art of
loving another person. 25,000 first printing.","['body, mind & spirit']"
3.2249697388586136,0,6.772436451603089,0373872666,A Time To Remember (Love Inspired),Lois Richer,2004,Steeple Hill,"When an accident causes Marissa McGonigle to lose her memory, she and
her husband Gray must somehow reestablish the love, trust, and romance
in their relationship. Original.",['fiction']
3.2249697388586136,0,6.772436451603089,0517556480,I'll Always Love You,Hans Wilhelm,1985,Alfred A. Knopf,"A child&#39;s sadness at the death of a beloved dog is tempered by the
remembrance of saying to it every nignt, &quot;I&#39;ll always love
you.&quot;",['juvenile fiction']
3.2191236692528205,0,6.760159705430923,0684856115,Sweet St. Louis : AN Urban Love Story,Omar Tyree,2000,Simon & Schuster,"New York Times bestselling author Omar Tyree&#39;s seductive,
insightful novel exploring the age-old question: how do people fall in
love—and stay in love?",['fiction']
3.2162089436577435,0,6.7540387816812615,0373114885,"Smuggler'S Love (Harlequin Presents, No 1488)",Emma Goldrick,1992,Harlequin,"Smuggler&#39;s Love by Emma Goldrick released on Jul 24, 1992 is
available now for purchase.",['fiction']
3.2162089436577435,0,6.7540387816812615,0373030681,"Love'S Ransom (Harlequin Romance, No 3068)",Dana James,1990,Harlequin,"Love&#39;s Ransom by Dana James released on Jun 22, 1990 is available
now for purchase.",['fiction']
3.2162089436577435,0,6.7540387816812615,0689808135,"Mommy, Would You Love Me If...?",Carla Dijs,1996,Little Simon,"Little Piglet wonders if his mother will always love him, no matter
what he grows up to be.",['animals']
3.2162089436577435,0,6.7540387816812615,0373835604,For Love or Money: 2 Novels in 1,Penny Jordan,2003,Harlequin,"For Love Or Money by Penny Jordan\Sandra Marton released on Jun 24,
2003 is available now for purchase.",['fiction']
3.2162089436577435,0,6.7540387816812615,0440228344,Conditions of Love (Laurel-Leaf Books),Ruth Pennebaker,2000,Laurel Leaf Library,"As a result of these often hilarious and sometimes heart-wrenching
moments, Sarah learns that there are many different conditions of
love.",['juvenile fiction']
3.2162089436577435,0,6.7540387816812615,0373111649,"Love'S Wrongs (Harlequin Presents, No 1164)",Angela Wells,1989,Harlequin,"Love&#39;s Wrongs by Angela Wells released on Feb 22, 1989 is
available now for purchase.",['fiction']
3.2162089436577435,0,6.7540387816812615,044050077X,How to Make Love All the Time,Barbara Deangelis,1988,Dell Publishing Company,"&quot; Well, finally, here is the missing information you need to
create the love of life you deserve!",['family & relationships']
3.2162089436577435,0,6.7540387816812615,0373031165,"Love'S Awakening (Harlequin Romance, No 3116)",Rachel Ford,1991,Harlequin,"Love&#39;s Awakening by Rachel Ford released on Feb 22, 1991 is
available now for purchase.",['fiction']
3.2162089436577435,0,6.7540387816812615,0373031548,"Love'S Harbor (Harlequin Romance, No 3154)",Ellen James,1991,Harlequin,"Love&#39;s Harbor by Ellen James released on Aug 23, 1991 is available
now for purchase.",['fiction']
3.2158628470885713,0,6.753311978886,1593100825,Highland Legacy: Four Generations of Love Are Rooted in Scotland,Tracey V. Bateman,2004,Barbour Publishing,Four generations of love are rooted in Scotland.,['fiction']
3.2158628470885713,0,6.753311978886,1586608460,Christmas Duty: Four Stories of Love in the Armed Forces,Paige Winship Dooly,2003,Barbour Publishing,Four stories of love in the armed forces.,['fiction']
3.212708238276447,0,6.74668730038054,0380794802,One True Love,Barbara Freethy,1998,Avon,"When Lisa Alvarez&#39;s ex-sister-in-law implores her to watch her
three feisty children for a weekend, Lisa agrees and gets an
unexpected surprise when her ex-husband Nick shows up, causing
unbidden feelings of love and longing to resurface ...",['fiction']
3.2107165572891314,0,6.7425047703071765,0373057997,"Night of Love (Silhouette Desire, No. 799)",Diana Palmer,1993,Silhouette,"Steven Ryker strong-willed, determined ... dangerous to love! Once
Steven had given sweet Meg Shannon his love, but she&#39;d thrown it
away. Well, this bachelor wasn&#39;t getting burned again, no matter
what Meg said ...",['fiction']
3.2074604316336495,0,6.735666906430664,0679757821,Tell Me the Truth About Love: Ten Poems,W. H. Auden,1994,Vintage Books USA,"W. H. Auden wrote some of the greatest love poetry of the twentieth
century. This book contains ten of his poems about love.",['poetry']
3.2042510904308896,0,6.728927289904869,0140421483,Penguin Book of Love Poetry,John Stallworthy,1976,Penguin USA,"A generous selection of poems, ranging from satires by Ovid to elegies
by Berryman, commemorate and celebrate love and its variations, and
its intimations, declarations, persuasions, aberrations, separations,
and reverberations",['poetry']
3.2042510904308896,0,6.728927289904869,0515096792,"An Adventure of Love (Camfield, No 60)",Barbara Cartland,1988,Jove Books,"The love at first sight between Princess Zorina and Rudolph is
threatened out when her mother arranges a marriage between Zorina and
Rudloph&#39;s aging father",['fiction']
3.2042510904308896,0,6.728927289904869,0970622600,Imani in Young Love & Deception,Jackie Hardrick,2002,Enlighten Pubns,"Five teenagers--Imani, Bhriana, Tyler, Fatima, and Steven--are drawn
together by love and lies as they face such problems of contemporary
life as sexually trnsmitted diseases, alcoholism, pregnancy, and
divorce.",['juvenile fiction']
3.2009409549245813,0,6.721976005341621,0375400699,Love in the Time of Cholera (Everyman's Library (Cloth)),GABRIEL GARCIA MARQUEZ,1997,Everyman's Library,"Set on the Caribbean coast of South America, this love story brings
together Fermina Daza, her distinguished husband, and a man who has
secretly loved her for more than fifty years",['fiction']
3.1952592631256502,0,6.710044452563865,0809136430,Love God ... Clean House ... Help Others (Illumination Books),Duane F. Reinert,1996,Paulist Pr,&quot;Love God.,['religion']
3.189955459647548,0,6.698906465259851,0679878637,"Grover, Messenger of Love (A Random House Pictureback)",Patricia Thackray,1995,Random House Children's Books,"Grover serves as a messenger of love for a prince and princess
separated by a garden wall.",['juvenile fiction']
3.189955459647548,0,6.698906465259851,0880385197,"Love and War (Dragonlance Tales, Vol 3)",Margaret Weis,1987,Wizards of the Coast,"This anthology collects untold tales of love and war as they affect
the characters of Krynn",['fiction']
3.1880410904199428,0,6.69488628988188,0312271247,When I Loved Myself Enough,Alison McMillen,2001,St. Martin's Press,"A simple book celebrates the important aspects of life, offering
readers inspiration through self-reliance and self-love.",['self-help']
3.1880410904199428,0,6.69488628988188,0553492950,His Other Girlfriend (Love Stories),Liesa Abrams,1999,Bantam Books,"Erica has always hoped her love-struck best friend, Paul, would fall
for someone else.",['juvenile fiction']
3.1880410904199428,0,6.69488628988188,1862041164,"Love (The \Feng Shui Fundamentals\"" Series)""",Lillian Too,1997,Element Books Ltd.,"Activate romance luck within your home, and let feng shui add spice to
your love life.",['self-help']
3.184349995798611,0,6.687134991177084,185326007X,Women in Love (Wordsworth Classics),D. H. Lawrence,1997,NTC/Contemporary Publishing Company,"&quot; &quot;This text is the famous &quot;first&quot; Women in Love,
the unexpurgated version preferred by Lawrence himself, which was
rejected by every publisher because of the banning of The Rainbow in
1915.",['fiction']
3.184349995798611,0,6.687134991177084,0373872674,Among The Tulips (Love Inspired),Cheryl Wolverton,2004,Steeple Hill,"A story of awakening and self-discovery unfolds as single mother Annie
Hopper shows cynical actor Victor Jacob Richardson how faith and love
make life richer. Original.",['fiction']
3.184349995798611,0,6.687134991177084,0393004449,First Love and Other Tales,Ivan Tugenev,1968,W W Norton & Co Inc,"This volume includes eight tales in new translations by David
Magarshack: The Singers, Bezhin Meadow, Mumu, Assya, First Love,
Knock...Knock...Knock..., Living Relics, Clara Milich.",['fiction']
3.184349995798611,0,6.687134991177084,1573353558,How to Write Love Letters,Michelle Lovric,1995,Pub Group West,"Presents a brief history of love-letters and some famous precedents,
offers advice for selecting materials, creating the right mood, and
choosing a composition style, and provides a selection of model
letters",['family & relationships']
3.1832380070304347,0,6.684799814763913,1564024733,Guess How Much I Love You,Sam McBratney,1995,Candlewick Press (MA),"During a bedtime game, every time Little Nutbrown Hare demonstrates
how much he loves his father, Big Nutbrown Hare gently shows him that
the love is returned even more.",['juvenile fiction']
3.1832380070304347,0,6.684799814763913,0821741802,Create the Love of Your Life (Zebra Books),Susan Scott,1993,Kensington Publishing Corporation,"A guide to finding an ideal love relationship offers a step-by-step
program that shows readers how to express their true needs and
desires, clarify the kind of relationship they want, and attract the
love of their lives. 50,000 first ...",['social science']
3.176850755106666,0,6.671386585723999,0446520322,Love in the 90s: B.B. & Jo - The Story of a Lifelong Love : A Granddaughter's Portrait,Keri Pickett,1995,Warner Books,"Recounts, in letters and photographs, the seventy-year romance between
Bernard Blakey and Josie Walker, the author&#39;s grandparents, in a
sentimental, real-life love story. 150,000 first printing. Major
ad/promo.",['family & relationships']
3.1659967620751224,0,6.648593200357757,0439429900,Pikachu in Love (PokÃ©mon Reader),Tracey West,2003,Scholastic Paperbacks,"A brand-new, full-color, easy-to-read format featuring popular
Pokemon, Pikachu and Togepi. Pikachu is in love with Team Rocket! Team
Rocket drank a love potion made in the Flower of a Pokemon named
Shuckle.",['juvenile fiction']
3.1652200317789627,0,6.646962066735822,0505522748,"Bold Land, Bold Love",Connie Mason,1998,Love Spell,"From the author of &quot;Sheik&quot; and &quot;Surrender to the
Fury&quot; comes a novel about a beautiful convict and a handsome
settler as they work to tame the wilds of frontier Australia and find
love.",['fiction']
3.1652200317789627,0,6.646962066735822,0525485414,Love in the Days of Rage: A Novel,Lawrence Ferlinghetti,1990,Penguin USA,"In 1968 a painter from Manhattan&#39;s Lower East Side meets an
anarchist banker in Paris; the students of Paris find the voice of
their anger while a man and woman fall in love",['fiction']
3.1652200317789627,0,6.646962066735822,1552783588,If My Father Loved Me,Rosie Thomas,2003,McArthur & Company,"After bringing her own marriage down around her, Sadie realizes that
her father&#39;s lack of love and attention may be at the root of her
problems with intimacy. Original.",['fiction']
3.1652200317789627,0,6.646962066735822,0671883925,LOVE (Virago Modern Classics),Elizabeth Von arnim,1995,Washington Square Press,"The author of The Enchanted April deftly portrays the joys and perils
of a May-December romance that begins in the audience of a London
musical, when a glorious young man falls in love with a widow in her
forties.",['man-woman relationships']
3.1652200317789627,0,6.646962066735822,0552136166,With Love from Ma Maguire,Ruth Hamilton,2003,Corgi Books,"This is a major saga of the Lancashire cotton mills - of the strong,
violent, real people who both owned them, and worked in them - and of
the dangerous things that love can do to families throughout the
generations.",['fiction']
3.165035061587505,0,6.64657362933376,067977422X,The Path to Love: Renewing the Power of Spirit in Your Life,Deepak Chopra,1997,Ballantine Books,"In The Path to Love, shows us that by bringing spirituality back into
love, we can discover a world of depth and meaning that infuses every
day with romance and passion.",['family & relationships']
3.1611633320135777,0,6.6384429972285135,0373201311,Blind To Love  (By Request) (Harlequin by Request),Emma Goldrick,1996,Harlequin,"Blind To Love by Emma Goldrick\Connie Bennett\Rebecca Winters released
on Nov 22, 1996 is available now for purchase.",['fiction']
3.1611633320135777,0,6.6384429972285135,031274501X,Sonnets from the Portuguese: A Celebration of Love,Elizabeth Barrett Browning,1986,St. Martin's Press,"Forty-four poems examine the depth and complexities of married love
and shares a wife&#39;s feelings for her husband",['poetry']
3.1611633320135777,0,6.6384429972285135,0553233408,"Portrait of Love (Sweet Dreams, No 37)",Jeanette Nobile,1983,Bantam Books (Mm),"Samantha attempts to win the love of Tony, even though he appears to
be only interested in art and pays no attention to her.",['adolescence']
3.1611633320135777,0,6.6384429972285135,0002251485,Love Isn't Easy (Passionate Peanuts),Charles M. Schulz,1996,Perennial Currents,"Snoopy and the gang learn hard lessons about love and rejection in
excerpts from the &quot;Peanuts&quot; comic strip",['humor']
3.1611633320135777,0,6.6384429972285135,0449001288,Love in Verse: Classic Poems of the Heart,Kathleen Blease,1998,Ballantine Books,"A collection of love poetry from such authors as Percy Bysshe Shelley,
Edgar Allan Poe, John Clare, and Christopher Marlowe",['fiction']
3.1611633320135777,0,6.6384429972285135,0946551529,Sathya Sai Baba: The Embodiment of Love,Peggy Mason,1993,Gateway Books (GB),"A portrait of one of the best loved spiritual masters alive today.
This book recounts the biography and teachings of an enlightened
master in India.",['biography & autobiography']
3.1603938271155223,0,6.636827036942597,1586601121,Tails of Love: Pets Play Matchmaker in Four Modern Love Stories,Lauralee Bliss,2001,Barbour Publishing,"Dogs Play Matchmakers in Four Modern Love Stories -- Contemporary
novellas with pets as major contributors to each story&#39;s romance.
Authors: Lauralee Bliss, Pamela Griffin, Dina Leonhardt Koehly, and
Gail Sattler.",['fiction']
3.1536539757642874,0,6.622673349105004,0060172177,Loving Chloe: A Novel,Jo-Ann Mapson,1998,HarperCollins Publishers,"Chloe is pregnant with Hank&#39;s child, and she&#39;s as tough-
talking and vulnerable, skittish and tender as when last we saw her,
in Jo-Ann Mapson&#39;s acclaimed first novel Hank &amp; Chloe. Loving
Chloe takes up where the earlier novel leaves off.",['fiction']
3.1491995178332886,0,6.613318987449906,1565074106,Ultimate Love (Freedom in Christ 4 Teens),Neil T. Anderson,1996,Harvest House Publishers,"A lot of feelings masquerade as love. But what is real love? What is
God&#39;s plan for dating and sex? This book will help young people
learn how to put their relationship with God before any other
relationship.",['religion']
3.1488927996837814,0,6.612674879335941,0931580706,Love 101: To Love Oneself is the Beginning of a Lifelong Romance (The Life 101 Series),Peter McWilliams,1995,Prelude Press,"If you were arrested for loving yourself, would there be enough
evidence to convict you? If not this book is a must. It explores
improving the most important relationship in your life- your
relationship with yourself.",['family & relationships']
3.146815497728936,0,6.608312545230766,0394549163,All I Need Is Love,Klaus Kinski,1988,Random House Inc,"An internationally acclaimed actor who defines himself as a sexual
being in search of love recounts his lifelong obsession with girls and
women and gives explicit and sometimes shocking accounts of his sexual
adventures",['biography & autobiography']
3.146815497728936,0,6.608312545230766,0373483791,Love With A Long Tall Texan,Diana Palmer,1999,Harlequin,"A trio of short stories follows the romantic exploits and adventures
of three rugged Texas bachelors--Luke Craig, Christopher Deverell, and
Guy Fenton--who encounter love where they least expect it. Original.",['fiction']
3.146815497728936,0,6.608312545230766,0571131182,The Faber Book of Love Poems,Geoffrey Grigson,1983,Faber & Faber,"To every anthology, Grigson brought his habitual enthusiasm and his
flair for the recondite. The Faber Book of Love Poems is no exception
- a task undertaken con amore by a well-furnished mind and an
experienced heart.",['love poetry.']
3.146815497728936,0,6.608312545230766,0140424377,Shakespeare on Love (Penguin Classics),Michael Kerrigan,2003,Penguin Books,"Bringing together the greatest speeches from across all
Shakespeare&#39;s works, Michael Kerrigan&#39;s collection provides
revealing and enchanting meditations on every aspect of the nature of
love.",['literary criticism']
3.1445170985921136,0,6.603485907043439,0312131526,A Queer Kind of Love: A Pharoah Love Mystery (Stonewall Inn Mysteries),George Baxt,1995,St. Martin's Press,"Pharoah Love, New York&#39;s extroverted, gay Black detective, returns
to duty, only to find himself up to his ears in trouble as he
investigates a series of killings aimed at members of the Capesi crime
family",['fiction']
3.1354886023914967,0,6.5845260650221435,0807065013,The Face of Love: Feminism and the Beauty Question,Ellen Zetzel Lambert,1999,Beacon Press,"To see beauty as the face of love rather than the arbitrary gift of
fortune is . . . to enlarge our sense of life&#39;s possibilities.",['social science']
3.1354886023914967,0,6.5845260650221435,1884862047,I Love You More Than...,Elizabeth Hickey,1998,Family Connect,"Follows a little girl through her dream, exploring magical worlds that
echo with her father&#39;s unconditional love.",['love']
3.1354886023914967,0,6.5845260650221435,0373785240,Where the Heart Is (Love Inspired (Numbered)),Kate Welsh,2003,Steeple Hill,"Steeple Hill introduces four paperback anthologies of previously
published stories by some of Love Inspired&#39;s top authors.",['fiction']
3.1354886023914967,0,6.5845260650221435,1576737772, The Tender Commandments : Reflections on the Father's Love,Ron Mehl,2001,Multnomah,"A pastor re-interprets the ten commandments, painting them as messages
of love rather than strict, harsh rules of conduct. Original.",['religion']
