isbn,cluster,cluster_rating
0553280414,2,0.0
0553280465,2,0.0
0553280589,0,4.25
0553280589,1,4.0
0553280589,3,4.0
0553280643,0,8.0
0553280643,1,7.0
0553280643,2,0.0
0553280945,0,8.0
0553280945,1,4.5
0553281011,1,4.5
0553281062,0,10.0
0553281070,1,0.0
0553281070,2,0.0
0553281585,2,8.0
0553281720,0,8.0
0553281747,0,4.0
0553281747,1,6.0
0553282069,2,5.0
0553282220,2,7.0
055328228X,3,10.0
0553282352,0,1.0
0553282476,0,0.0
0553282476,1,0.0
0553282476,2,5.333333333333333
0553282476,3,7.0
0553282700,1,4.0
0553282980,0,8.5
0553282980,1,8.0
0553283103,3,0.0
0553283316,3,0.0
0553283499,0,8.0
0553283545,1,4.0
0553283596,0,8.0
0553283596,1,5.0
0553283685,0,5.0
0553283685,1,9.0
0553283685,3,0.0
0553283839,3,6.0
0553283936,3,8.0
0553284169,3,10.0
0553284347,3,8.0
0553284355,1,7.0
0553284363,1,0.0
0553284525,1,8.0
0553284657,2,0.0
0553284673,0,8.0
0553284789,0,3.0
0553284789,2,0.0
0553285017,0,0.0
0553285246,1,9.0
0553285653,1,8.0
0553285653,3,0.0
0553285726,2,9.0
0553285785,0,0.0
0553285785,1,0.0
0553285785,2,8.0
0553285793,2,6.0
0553285920,0,0.0
0553285920,1,7.0
0553285947,0,7.0
0553286218,1,0.0
0553287303,0,0.0
0553287303,1,0.0
0553287346,0,0.0
0553287346,1,8.0
0553287346,3,8.0
0553287893,1,5.0
0553287893,3,8.0
0553287923,1,8.0
0553288202,0,0.0
0553288202,1,5.0
0553288202,3,0.0
0553288342,1,5.333333333333333
0553288342,3,0.0
0553288539,2,0.0
0553288733,0,0.0
0553288733,2,0.0
0553289063,0,9.0
0553289063,1,8.0
0553289063,2,4.0
0553289209,0,0.0
055328942X,1,4.0
055328942X,3,7.5
0553289586,0,6.0
0553289640,3,7.0
0553290266,3,8.0
0553290320,1,5.0
0553290355,1,5.0
0553290789,0,6.0
0553290789,1,0.0
0553290983,2,6.0
0553290991,0,10.0
0553290991,2,9.0
0553290991,3,7.0
0553291017,0,7.0
0553291017,3,0.0
055329122X,2,0.0
0553291289,1,8.0
0553291955,1,7.0
0553291955,3,7.0
055329198X,2,5.0
0553292137,2,7.0
0553292234,1,8.0
0553292307,0,5.0
0553292331,0,0.0
0553292366,0,7.0
0553292498,3,8.0
0553292552,0,0.0
0553292552,3,0.0
0553292722,0,5.0
0553292722,1,5.333333333333333
0553292722,2,8.0
0553292722,3,1.6666666666666667
0553293257,0,0.0
0553293257,2,6.0
0553293346,1,5.0
0553293354,0,4.0
0553293354,1,7.0
0553293354,2,9.0
0553293354,3,8.5
0553293389,0,0.0
0553293397,0,0.0
0553293427,1,0.0
0553293494,0,0.0
0553293567,2,7.0
0553293761,1,0.0
055329461X,0,0.0
055329461X,1,0.0
055329461X,2,0.0
0553294857,0,6.0
0553294903,0,0.0
0553294903,1,0.0
0553295020,0,0.0
0553295020,1,5.0
0553295098,0,7.0
0553295098,1,4.5
0553295098,2,7.0
0553295233,0,7.0
0553295276,1,0.0
0553295276,2,0.0
0553295276,3,2.0
0553295284,0,7.0
0553295500,3,5.0
0553295608,0,0.0
0553295608,1,0.0
0553295608,3,0.0
0553296124,0,0.0
0553296124,1,0.0
0553296345,0,7.5
0553296345,1,7.5
0553296604,2,8.0
0553296663,2,0.0
0553296663,3,5.0
0553296752,0,0.0
0553296752,1,8.0
0553296981,0,2.6666666666666665
0553296981,1,3.3333333333333335
0553296981,2,8.5
0553296981,3,0.0
055329699X,0,2.0
0553297090,0,0.0
0553297090,2,0.0
0553297090,3,0.0
0553297171,0,0.0
0553297171,2,0.0
0553297260,3,4.0
0553297422,0,0.0
0553297619,3,0.0
0553297945,0,9.0
0553297988,0,8.0
0553297988,1,8.0
0553297988,3,0.0
055329802X,0,5.0
0553298178,0,8.0
0553298178,3,8.0
0553298186,3,5.0
0553298305,0,0.0
055329881X,3,7.0
0553298836,0,8.0
0553298836,3,8.0
055329895X,2,8.0
0553299328,2,9.0
0553299352,0,6.0
0553299441,1,5.0
0553299506,0,0.0
0553299506,1,7.0
0553299506,2,5.0
0553299514,3,5.0
0553299611,1,9.0
0553299611,3,10.0
0553342495,0,2.5
0553342495,1,9.0
0553342495,2,7.0
0553342495,3,9.0
0553343823,1,8.0
0553344420,2,7.0
0553345796,0,3.0
0553345796,1,8.0
0553345842,1,9.0
0553346687,0,0.0
0553346687,1,3.0
0553346687,2,8.0
0553346687,3,0.0
0553346768,1,0.0
0553347233,1,7.0
0553347233,2,0.0
0553347756,1,6.0
0553347756,2,3.0
0553348477,2,4.0
0553348477,3,8.0
0553348698,2,0.0
0553348973,0,3.3333333333333335
0553348973,1,4.0
0553348973,2,5.75
0553348981,0,2.3333333333333335
0553348981,1,6.166666666666667
0553348981,2,0.0
0553348981,3,10.0
0553349481,0,3.3333333333333335
0553349481,1,7.0
0553349481,2,5.0
055334949X,0,4.5
055334949X,1,7.5
055334949X,2,6.0
055334949X,3,7.0
0553351354,0,9.0
0553351354,3,6.0
0553351397,0,5.0
0553351397,2,10.0
0553351397,3,6.0
0553351672,1,7.0
0553352024,1,0.0
0553352296,1,0.0
0553353489,3,5.0
0553370502,3,0.0
0553371428,2,0.0
0553373471,2,8.0
0553373684,2,9.0
0553373730,0,0.0
0553373730,2,10.0
055337379X,2,0.0
0553374524,1,8.0
0553374915,1,7.0
0553375067,0,6.5
055337513X,0,0.0
055337513X,2,7.0
0553375245,3,8.0
0553375369,2,8.0
0553375407,0,6.083333333333333
0553375407,1,8.428571428571429
0553375407,2,7.333333333333333
0553375407,3,9.0
0553375628,2,0.0
0553377760,3,0.0
0553377876,1,6.0
0553377906,1,0.0
0553377906,3,10.0
055337804X,3,7.0
0553378082,1,0.0
0553378228,1,7.0
0553378260,0,5.0
0553378279,1,0.0
0553378376,0,9.0
0553378376,2,8.0
0553378481,0,0.0
0553378481,3,7.0
055337849X,1,9.0
0553378570,2,0.0
0553378767,1,10.0
0553378910,1,9.0
0553378945,1,0.0
0553379011,0,8.0
0553379011,1,8.333333333333334
0553379089,1,0.0
0553379089,3,10.0
0553379267,2,0.0
055337933X,0,10.0
055337933X,1,10.0
055337933X,2,0.0
055337933X,3,8.0
0553379690,0,8.0
0553380117,2,7.0
0553380117,3,9.0
055338015X,0,9.0
055338015X,1,4.0
0553380168,0,0.0
0553380168,1,0.0
0553380265,1,0.0
0553380281,1,6.0
0553380281,2,5.0
0553380281,3,6.5
055338029X,2,7.0
055338029X,3,0.0
0553380400,0,10.0
0553380419,2,5.0
0553380850,0,7.0
0553380850,1,0.0
055338094X,0,0.0
0553380958,0,8.0
0553380958,2,7.0
0553380966,0,0.0
0553380966,2,10.0
0553381210,0,4.0
0553381350,3,8.0
0553381512,3,0.0
0553381539,0,0.0
0553381636,1,7.0
0553381709,1,0.0
0553381709,3,0.0
0553381873,0,5.0
0553442570,1,0.0
0553442619,0,0.0
0553445987,0,10.0
0553481185,1,0.0
0553481797,2,0.0
0553481819,0,8.0
055348219X,0,0.0
0553482203,0,4.0
0553482289,0,10.0
0553482513,1,8.0
0553483218,0,0.0
0553483765,0,7.0
0553485156,0,7.0
0553486152,1,0.0
0553486411,0,8.0
0553486829,2,8.0
0553492314,2,7.0
0553492349,0,7.0
0553492403,0,7.5
0553492446,0,0.0
0553492780,0,7.0
0553493205,0,6.0
0553493906,3,9.0
0553493981,1,8.0
0553494015,0,9.0
0553503936,0,6.0
0553541633,2,0.0
0553550039,0,7.0
0553550039,1,9.5
0553550047,0,0.0
0553550047,1,8.0
0553560247,0,9.0
0553560247,1,5.0
0553560247,2,0.0
0553560247,3,0.0
0553560271,2,4.0
0553560441,0,8.0
0553560441,3,5.0
0553560662,0,0.0
0553560700,3,10.0
0553560727,0,0.0
0553560735,0,5.333333333333333
0553560735,1,8.0
0553560735,2,0.0
0553561111,0,0.0
0553561111,1,8.0
0553561227,0,8.0
0553561227,1,8.0
0553561278,0,0.0
0553561278,1,0.0
0553561278,2,5.666666666666667
0553561278,3,0.0
0553561340,0,8.0
055356160X,0,6.5
055356160X,1,4.0
055356160X,2,0.0
055356160X,3,10.0
0553561618,0,0.0
0553561618,1,8.0
0553561618,3,3.5
0553561952,2,6.0
055356241X,0,8.0
0553562649,2,8.0
0553562738,1,5.333333333333333
0553562797,2,0.0
0553562819,0,3.0
0553562819,3,6.0
0553562940,1,7.0
0553562940,2,3.0
0553562967,0,7.0
0553562967,1,3.0
0553562967,2,0.0
0553562967,3,7.0
0553563092,2,0.0
0553563270,0,0.0
0553563386,3,0.0
0553563424,0,10.0
0553563505,0,10.0
0553563505,3,0.0
0553563513,0,5.0
0553563513,2,5.0
0553563696,0,8.0
0553564404,2,0.0
055356451X,0,9.333333333333334
055356451X,1,5.875
055356451X,3,7.333333333333333
0553564528,0,2.5
0553564528,1,0.0
0553564528,3,2.5
0553564684,1,9.0
0553564978,0,0.0
0553565028,1,4.5
0553565060,1,6.0
0553565095,0,7.0
055356532X,0,7.0
0553565370,1,0.0
0553565486,0,5.0
0553565915,0,10.0
0553565915,2,0.0
0553565915,3,0.0
0553565923,1,8.0
0553565923,2,9.0
0553566032,0,3.5
0553566032,1,10.0
0553566040,3,0.0
0553566067,0,10.0
0553566067,1,4.0
0553566075,0,0.0
0553566075,1,0.0
0553566156,0,0.0
0553566520,0,7.0
055356658X,0,7.0
0553566598,0,0.0
0553566679,2,0.0
0553567217,0,5.0
0553567241,3,0.0
0553567608,1,7.0
0553567713,0,0.0
055356773X,1,4.333333333333333
055356773X,2,7.0
0553568027,2,10.0
0553568051,0,4.0
0553568167,0,9.0
0553568590,0,8.0
0553568655,2,8.0
0553568728,0,0.0
0553568736,0,7.0
0553568736,1,0.0
0553568760,0,6.5
0553568760,1,0.0
0553568779,1,10.0
0553568914,0,6.0
0553568922,0,8.0
0553568922,2,7.0
0553569031,0,0.0
0553569031,1,4.0
0553569031,2,8.0
0553569058,0,6.0
0553569058,1,5.0
0553569074,0,3.0
0553569074,1,0.0
0553569082,0,0.0
0553569104,1,0.0
0553569155,0,6.6
0553569155,1,6.0
0553569155,2,4.0
0553569155,3,4.5
0553569295,0,0.0
0553569309,0,8.5
0553569406,0,2.5
0553569414,2,0.0
0553569473,0,4.5
0553569570,1,2.75
0553569570,2,8.0
0553569570,3,0.0
0553569791,0,9.0
0553569791,1,0.0
0553569791,2,7.0
0553569791,3,0.0
055356983X,0,7.0
055356983X,1,0.0
055356983X,3,10.0
0553569902,2,7.0
0553569910,0,4.2
0553569910,1,2.6666666666666665
0553569910,3,6.0
0553570587,0,0.0
055357079X,1,7.0
0553570854,0,0.0
0553570870,0,10.0
0553570870,3,4.0
0553570951,0,1.0
0553571001,0,0.0
0553571060,0,10.0
0553571338,0,4.0
0553571486,0,6.0
0553571575,0,0.0
0553571575,1,0.0
0553571583,1,4.0
0553571656,0,6.0
0553571680,3,7.0
0553571818,0,0.0
0553571818,1,9.0
0553571834,0,0.0
0553571834,1,0.0
0553571885,0,3.0
0553571885,1,5.0
0553571885,2,4.0
0553571907,1,0.0
0553571907,2,5.0
0553571923,1,7.0
0553571931,2,0.0
0553571931,3,6.0
0553572040,0,0.0
0553572040,1,0.0
0553572040,2,7.0
0553572040,3,0.0
0553572105,0,5.0
0553572210,1,6.333333333333333
0553572210,2,0.0
0553572210,3,8.5
0553572245,1,0.0
0553572245,3,0.0
0553572369,0,4.0
0553572369,1,0.0
0553572377,1,5.0
0553572377,3,5.0
0553572423,1,5.0
0553572423,2,0.0
0553572490,0,7.0
055357258X,0,0.0
055357258X,3,9.0
0553572733,1,5.0
055357289X,0,7.0
055357292X,0,6.5
0553572946,1,10.0
0553572946,3,8.0
0553572989,1,10.0
0553572989,3,0.0
0553573225,0,7.0
0553573225,3,8.0
0553573268,3,5.0
0553573330,0,0.0
055357339X,1,8.0
0553573403,0,5.0
0553573403,1,5.0
0553573403,2,5.0
0553573403,3,9.666666666666666
055357342X,0,0.0
055357342X,1,7.0
0553573497,3,0.0
0553573527,0,9.0
0553573616,0,5.0
0553573616,1,0.0
0553573616,3,0.0
0553573853,1,0.0
0553573861,0,5.75
0553573861,1,8.0
0553573861,3,8.0
0553573926,0,7.0
0553573926,1,0.0
0553573926,2,8.0
0553573926,3,9.0
0553573969,2,5.0
0553573977,2,9.0
0553573985,1,1.0
0553573985,2,9.0
0553574027,0,8.0
0553574027,1,7.0
0553574078,0,6.0
0553574078,3,6.0
0553574086,3,6.0
0553574132,0,4.0
0553574353,0,0.0
0553574558,0,4.0
0553574558,1,0.0
0553574558,2,0.0
0553574574,0,7.5
0553574574,1,4.5
0553574574,2,5.8
0553574574,3,4.5
0553574582,1,0.0
0553574604,3,0.0
0553574639,0,10.0
0553574639,1,8.0
0553574639,2,8.0
0553574639,3,7.0
0553574663,0,6.0
0553574663,1,0.0
0553574671,1,5.0
0553574671,2,7.0
0553574957,1,6.0
0553574957,2,0.0
0553574973,3,8.0
0553575066,3,8.0
0553575104,1,4.0
0553575104,2,0.0
0553575104,3,9.0
0553575236,2,7.0
0553575244,0,0.0
0553575260,0,7.0
055357535X,2,4.0
0553575414,1,0.0
0553575414,2,0.0
0553575422,0,0.0
0553575430,0,0.0
0553575465,0,9.5
0553575538,0,0.0
0553575538,1,0.0
0553575635,1,9.0
0553575643,1,7.0
0553575651,1,9.0
0553575791,1,0.0
0553575929,0,0.0
0553575937,3,5.333333333333333
0553575945,1,0.0
0553575953,0,0.0
0553576003,0,0.0
0553576038,0,10.0
0553576046,3,8.0
0553576089,0,8.0
0553576089,1,10.0
0553576089,2,5.0
0553576089,3,0.0
0553576119,0,7.0
0553576291,0,0.0
0553576380,3,6.0
0553576399,1,7.0
0553576399,2,7.0
0553576607,1,0.0
0553576623,0,7.0
0553576798,0,10.0
0553576798,1,1.5
0553576798,2,10.0
0553576798,3,5.0
0553576801,0,2.5
0553576801,1,2.6
0553576801,2,7.333333333333333
0553576925,0,1.0
0553576984,1,0.0
0553577050,2,8.0
0553577123,0,9.0
0553577123,2,10.0
0553577255,0,0.0
0553577344,0,0.0
0553577344,1,0.0
0553577387,1,3.5
0553577433,2,2.0
0553577506,1,8.0
0553577565,0,5.666666666666667
0553577565,1,2.0
0553577603,0,7.0
0553577808,1,0.0
0553577867,0,8.0
0553577867,1,8.0
0553577905,1,5.0
0553578022,0,5.0
0553578022,1,2.0
0553578022,2,7.0
0553578022,3,4.0
0553578170,3,7.0
0553578243,1,2.3333333333333335
0553578243,2,0.0
0553578243,3,0.0
0553578251,0,4.0
0553578251,1,3.5
0553578308,0,8.0
0553578308,1,2.3333333333333335
0553578308,2,8.0
0553578308,3,5.0
0553578405,1,6.0
055357857X,0,6.0
0553578626,1,6.0
0553578677,0,6.0
0553578693,0,7.142857142857143
0553578693,1,6.0
0553578693,2,5.0
0553578693,3,1.25
0553578731,3,0.0
0553578766,3,0.0
0553578898,0,7.0
0553578936,1,10.0
0553578944,0,7.5
0553578995,2,0.0
0553579002,0,7.0
0553579037,0,8.0
0553579045,0,10.0
0553579096,3,0.0
055357910X,1,5.0
055357910X,3,9.0
0553579207,2,5.0
0553579207,3,0.0
0553579274,3,8.0
0553579312,0,0.0
0553579312,1,6.0
0553579606,0,8.0
0553579606,1,2.3333333333333335
0553579606,2,4.0
0553579606,3,1.8333333333333333
0553579681,1,9.0
0553579703,1,6.0
0553579835,1,0.0
0553579908,0,3.5
0553579908,1,9.333333333333334
0553579908,2,9.0
0553579908,3,3.5
0553579940,1,0.0
0553579983,0,7.0
0553579983,1,5.5
0553580000,0,0.0
0553580000,3,10.0
0553580078,2,7.0
0553580140,1,0.0
0553580191,0,0.0
0553580191,1,7.0
0553580191,3,8.0
0553580221,0,0.0
0553580221,1,5.4
0553580221,2,7.666666666666667
0553580221,3,4.0
0553580256,1,6.0
0553580272,0,5.0
0553580272,1,4.0
0553580280,0,0.0
0553580329,3,6.0
0553580361,3,7.0
0553580388,0,8.0
0553580388,1,8.5
0553580388,2,6.0
0553580388,3,2.5
0553580515,0,9.0
0553580515,1,0.0
0553580515,3,0.0
0553580531,0,7.0
0553580531,1,4.5
0553580647,0,0.0
0553580671,2,5.0
055358068X,2,0.0
0553580744,0,8.0
0553580795,1,7.0
0553580833,3,7.0
0553580876,1,9.0
0553580906,0,0.0
0553580906,1,6.0
0553580906,2,5.0
055358099X,1,3.5
0553581023,0,4.5
0553581147,1,7.0
0553581155,2,0.0
0553581201,0,10.0
0553581295,1,0.0
055358135X,0,8.0
055358135X,1,8.0
0553581384,0,10.0
0553581384,1,8.0
0553581406,2,5.0
0553581414,0,5.0
0553581422,0,0.0
0553581430,3,9.0
0553581449,3,7.0
0553581465,3,0.0
0553581503,3,7.0
0553581538,3,8.0
0553581554,0,2.4
0553581554,1,2.0
0553581554,2,3.6666666666666665
0553581554,3,0.0
0553581694,1,0.0
0553581724,2,0.0
0553581767,1,0.0
0553581767,3,0.0
0553581791,0,0.0
0553581791,2,8.0
0553581821,1,9.0
0553581856,0,7.0
0553581856,2,0.0
0553581880,0,0.0
0553581929,0,7.0
0553582135,0,5.5
0553582135,1,8.0
0553582135,2,0.0
0553582135,3,4.5
0553582178,2,6.0
0553582216,3,5.0
0553582267,1,0.0
0553582267,3,7.0
0553582275,1,8.0
0553582364,0,4.0
0553582364,3,7.5
0553582399,0,4.0
0553582399,1,9.0
055358264X,0,10.0
055358264X,1,3.0
055358264X,3,5.0
0553582658,0,7.0
0553582658,1,7.0
0553582658,2,2.6666666666666665
0553582658,3,8.0
0553582704,2,7.5
0553582747,0,8.6
0553582747,1,1.0
0553582747,2,3.6666666666666665
0553582747,3,2.5
0553582755,0,4.4
0553582755,1,4.666666666666667
0553582755,2,3.8333333333333335
0553582755,3,1.75
0553582798,1,7.0
0553582798,3,7.0
0553582801,0,7.0
0553582801,1,3.5
0553582801,2,5.0
0553582801,3,6.0
0553582895,0,0.0
0553582895,1,6.0
0553582895,3,0.0
0553582941,3,7.0
0553583158,3,7.0
0553583166,1,7.0
0553583190,1,0.0
0553583204,3,8.0
0553583441,0,1.75
0553583441,3,3.5
0553583468,0,4.6
0553583468,1,3.0
0553583468,2,8.0
0553583476,1,7.0
0553583522,1,5.0
0553583549,3,8.0
0553583573,0,9.0
0553583573,1,0.0
0553583573,3,7.0
0553583743,1,4.5
0553583859,0,10.0
0553583891,0,1.0
0553583905,0,7.0
0553583905,1,0.0
0553583913,0,6.0
0553583913,1,0.0
0553583956,0,8.0
0553583956,1,4.0
0553583956,3,5.0
0553583980,0,2.5
0553583980,1,0.0
0553583980,2,3.75
0553583980,3,5.333333333333333
0553583999,0,8.0
0553583999,3,10.0
0553584049,0,3.0
0553584049,1,2.3333333333333335
0553584049,2,0.0
0553584049,3,2.0
0553584138,0,8.0
0553584367,2,0.0
0553584375,0,2.0
0553584375,3,8.333333333333334
0553584383,3,6.0
0553584634,0,0.0
055358491X,3,8.0
0553585118,0,0.0
0553585118,1,5.0
0553586122,1,3.0
0553586122,3,5.0
0553587188,1,6.0
0553587188,3,5.0
0553800914,0,0.0
0553800914,2,0.0
0553800949,0,0.0
0553800949,3,10.0
0553800973,1,6.0
0553801007,1,9.0
0553801031,1,6.0
0553801031,3,7.0
0553801279,1,8.0
0553801279,2,7.5
0553801279,3,8.0
0553801309,3,4.5
0553801341,1,0.0
0553801341,2,5.0
0553801376,0,9.0
0553801376,1,5.333333333333333
0553801376,2,7.4
0553801376,3,4.0
0553801430,0,6.5
0553801430,1,2.6666666666666665
0553801430,3,1.0
0553801449,0,7.0
0553801449,1,8.0
0553801589,1,8.0
0553801589,3,0.0
0553801635,3,9.0
0553801880,1,0.0
0553801929,0,0.0
0553801929,3,2.0
055380202X,1,8.0
0553802038,1,3.0
0553802038,3,0.0
0553802054,1,5.0
0553802054,2,0.0
0553802097,1,10.0
0553802127,3,7.0
0553802275,1,10.0
0553802275,3,0.0
0553802380,1,7.5
0553802380,2,10.0
0553802453,0,0.0
0553802453,1,0.0
0553802542,1,0.0
0553802747,1,3.5
0553802747,3,5.0
0553803077,1,3.5
0553803220,0,7.0
0553803220,1,9.0
0553803328,1,8.0
0553803328,3,6.0
0553803409,3,0.0
055384007X,0,5.0
0563362499,3,7.0
0563405856,1,8.0
0563405910,1,0.0
0563487410,0,6.5
056353723X,0,9.0
056353804X,1,0.0
0563538333,0,5.0
0563538597,1,0.0
056355570X,1,0.0
0563555734,1,6.0
0563555742,1,0.0
056355598X,3,0.0
0570045665,2,8.0
0570052912,3,10.0
0571129498,0,3.0
0571129498,2,7.0
0571129498,3,8.0
0571137474,0,10.0
0571142133,0,9.0
057114456X,1,0.0
0571149030,1,8.0
0571152309,1,0.0
0571167772,1,7.0
0571167772,2,8.0
0571167772,3,8.0
0571167934,1,0.0
0571174590,0,9.0
0571190766,1,0.0
0571191975,0,8.0
0571194370,2,8.0
0571195199,0,8.0
0571195709,1,5.0
0571197272,1,0.0
0571197639,0,7.0
0571197639,1,10.0
0571197639,2,0.0
0571199305,0,0.0
0571199399,2,8.0
0571199402,1,7.0
0571201261,3,8.0
0571201466,0,6.0
0571202039,0,3.0
0571205089,3,7.0
0571206484,1,0.0
0571206484,3,6.0
0571210708,1,8.0
0571212018,1,9.0
0571220347,1,8.0
0572018002,0,3.0
0575049804,0,8.0
0575057114,0,0.0
0575065060,0,9.0
0575070641,1,0.0
0575072180,1,9.0
0575072407,0,8.0
057507390X,0,0.0
0575074019,0,2.0
0575074019,3,9.0
0575075589,0,4.0
0575400951,0,7.666666666666667
0575400951,1,2.0
0575400951,3,9.0
0575401214,2,0.0
0582063574,1,0.0
058242688X,3,0.0
0582642310,0,0.0
0586025944,1,0.0
0586040676,0,5.0
0586040676,1,0.0
0586044566,3,0.0
0586045805,2,0.0
0586046518,3,0.0
0586052771,3,0.0
0586054472,0,7.0
0586054472,3,7.0
0586057242,1,6.0
0586071105,2,3.0
0586087060,1,4.5
0586087060,2,9.0
0586217681,1,2.0
0590010891,3,8.0
0590014013,0,8.0
0590015834,0,5.0
0590023101,0,6.0
0590023764,0,10.0
0590029657,0,5.0
0590031554,0,9.0
0590032496,0,6.0
0590032720,0,10.0
0590032747,0,3.5
059003488X,0,0.0
0590035517,0,0.0
0590036394,0,6.0
0590044931,0,0.0
0590059084,1,0.0
0590059483,0,8.0
0590060198,0,4.0
0590060198,1,4.5
059010683X,3,0.0
0590109960,0,7.666666666666667
0590109960,2,7.0
0590109960,3,9.0
0590110225,1,10.0
0590120581,1,8.0
059012899X,0,9.0
0590129007,1,0.0
0590129988,1,8.0
0590132008,1,10.0
059013437X,1,7.0
0590134620,3,7.0
0590139398,3,0.0
0590187503,1,5.0
059018900X,1,0.0
0590202278,0,5.0
0590202286,1,0.0
0590212443,0,2.5
0590212842,2,7.0
0590213113,0,2.3333333333333335
0590213113,2,4.0
0590222104,1,0.0
0590222880,0,4.0
0590224735,1,6.0
0590226371,1,0.0
0590226533,0,0.0
0590226533,3,0.0
0590228536,3,8.0
0590250922,0,0.0
0590251589,2,8.0
0590254715,0,8.0
0590257838,0,4.0
0590260243,0,0.0
0590266004,2,0.0
0590293095,1,0.0
0590294024,0,8.0
0590294032,0,0.0
0590298380,3,6.666666666666667
0590298402,0,0.0
0590298402,3,3.0
059030271X,0,9.0
059030271X,1,5.0
059030271X,2,10.0
059030271X,3,7.0
0590303805,1,5.0
0590306731,3,8.0
0590313185,0,9.0
0590317806,0,0.0
0590317822,0,0.0
0590319914,0,10.0
0590320068,3,6.0
0590321579,0,9.0
0590321579,2,7.0
0590326465,1,7.0
059032845X,2,7.0
059033123X,0,7.0
0590332872,1,0.0
0590333062,0,0.0
0590333062,3,8.0
0590334174,1,2.0
0590335650,0,0.0
0590336010,1,10.0
0590338897,3,0.0
0590339478,3,0.0
0590341286,0,7.0
0590341286,2,10.0
0590353403,0,5.444444444444445
0590353403,1,7.4
0590353403,2,7.0
0590353403,3,7.666666666666667
059035342X,0,5.96
059035342X,1,6.8125
059035342X,2,6.6
059035342X,3,8.4
0590366831,0,9.0
0590374621,2,7.0
0590374621,3,0.0
0590374869,0,8.0
0590376799,0,7.0
0590376799,2,0.0
0590379305,1,10.0
0590383892,0,6.5
0590383892,2,3.5
0590383892,3,0.0
0590386336,0,5.0
0590386336,1,0.0
0590386336,2,10.0
0590394681,0,0.0
0590396056,0,2.6666666666666665
0590396838,0,0.0
059039696X,0,10.0
0590397206,0,0.0
0590397206,3,9.0
0590397249,0,7.0
0590399888,1,8.0
0590401645,0,8.0
0590404113,0,3.0
0590405489,0,7.0
0590405942,0,0.0
0590406116,1,0.0
0590406574,0,0.0
0590407473,0,5.0
0590407783,0,0.0
0590407783,3,7.0
0590409174,1,1.0
0590409433,0,0.0
0590409433,3,9.0
0590409611,1,0.0
0590409662,0,10.0
0590411365,0,5.0
0590411365,3,6.0
0590413872,2,6.0
0590414674,0,6.0
0590414674,1,0.0
0590415824,2,0.0
0590416022,0,10.0
0590416405,3,10.0
0590416413,0,0.0
059041691X,3,6.0
0590417460,0,0.0
0590418262,3,0.0
0590418548,2,7.0
0590419366,2,10.0
0590419862,2,10.0
0590420402,0,7.5
0590420402,1,8.0
0590424041,1,0.0
0590424181,1,0.0
059042419X,1,7.0
0590424564,1,7.0
0590424602,1,6.0
0590424602,2,10.0
0590425463,1,0.0
0590425609,0,10.0
0590425609,3,8.0
0590425668,1,10.0
0590425919,0,9.0
0590425919,1,0.0
0590425919,2,10.0
0590425919,3,0.0
0590427318,1,0.0
059042792X,3,9.0
059042808X,3,0.0
0590429094,0,10.0
0590429787,0,0.0
0590429949,0,0.0
0590430262,2,5.0
0590431110,0,6.0
0590431366,1,0.0
0590431366,2,0.0
0590431536,1,0.0
0590431978,0,0.0
0590431978,1,0.0
0590433172,1,7.0
0590433180,0,8.0
0590433180,2,0.0
059043344X,0,8.5
059043344X,2,0.0
0590433881,0,0.0
059043389X,2,6.0
0590434187,0,0.0
0590434349,1,0.0
0590434519,0,0.0
0590434985,1,6.5
0590435124,3,2.5
0590435132,1,5.0
0590435132,3,3.0
0590436228,0,0.0
0590436465,0,8.0
0590436481,0,6.0
0590436589,0,0.0
0590437976,0,8.0
0590438204,0,6.0
0590438301,1,9.0
059043893X,0,0.0
059043893X,1,10.0
059043893X,3,10.0
0590440152,0,10.0
0590440152,1,0.0
0590440640,0,7.0
0590442368,0,5.0
0590442481,0,0.0
0590442570,1,0.0
0590442597,0,0.0
0590442597,2,6.0
0590442643,0,0.0
0590442791,1,6.0
0590442872,1,10.0
059044316X,0,5.0
0590443518,0,0.0
0590444476,1,7.0
0590446304,0,0.0
0590446517,0,0.0
0590446681,3,0.0
0590447319,0,2.5
0590447866,2,0.0
0590447874,0,8.0
0590447939,1,6.0
0590447939,3,10.0
0590448188,0,5.0
0590448595,0,5.0
0590449044,0,3.0
0590449044,1,7.0
0590449389,2,7.0
0590449710,0,8.0
0590449737,1,5.0
0590450336,1,0.0
0590450522,1,6.0
0590450875,0,8.0
0590451146,0,3.5
059045126X,1,0.0
059045126X,3,0.0
0590452347,1,0.0
0590452568,0,5.0
0590452630,1,0.0
0590452681,1,10.0
0590453068,0,0.0
0590453068,2,6.0
0590453068,3,10.0
0590453491,1,8.0
0590453653,0,10.0
0590453661,0,7.0
0590453661,1,0.0
0590453661,2,0.0
059045367X,0,0.0
059045367X,1,7.0
059045367X,2,8.0
059045367X,3,8.0
0590453858,0,6.0
059045563X,0,8.0
0590455753,0,0.0
0590455753,3,8.0
0590455761,0,7.0
0590455761,1,9.0
0590456806,0,7.0
0590456903,1,0.0
0590457225,0,0.0
0590457403,0,9.5
0590457403,1,7.0
0590457438,0,0.0
0590457438,1,0.0
0590457594,0,4.5
0590457934,2,0.0
0590458159,1,0.0
0590458299,0,0.0
